Asset,Work Order,Description Line 1,Description Line 2
"197  -197 - 3 Plex, Built 1991","WO- 2,258","Cold in unit, heat up but cold in unit."," Added glycol, pressure was low."
"202  -202 - 2 Storey, Detached, Built 1991",WO- 451,Check heating system for downstairs.," Checked zone valve and it wasn't working, replaced zone valve, replaced broken flush lever."
"205  -205 - 4 Plex, Built 1992",WO- 160,No heat.," Checked boilers, pressurized boilers to 15* psi and checked for heat."
"205  -205 - 4 Plex, Built 1992",WO- 302,No heat.," Zone valve was stuck, had to replace, also had to replace auto air vent in back bedroom as it was leaking glycol into crawlspace, building heating system was at 0psi, had to add 5gal of glycol to bring system up to pressure, monitored system and purged air from system."
"207  -207 - 2 Storey, Detached, Built 1992","WO- 1,925",Boiler leaking., Boiler will be serviced soon and repairs will be done
"207  -207 - 2 Storey, Detached, Built 1992","WO- 2,092",No heat., Added glycol.
"207  -207 - 2 Storey, Detached, Built 1992","WO- 2,442",No heat.," Boiler was off when i got there so i added glycol, boiler now running."
"207  -207 - 2 Storey, Detached, Built 1992","WO- 2,774",No heat.,  close for new year
"209  -209 - Duplex, Re-built 1992","WO- 1,897",No heat.," Checked and pressurized boiler to 20psi, bled all vents and checked for heat."
"209  -209 - Duplex, Re-built 1992","WO- 2,202",No heat.," Boiler was low on pressure, added glycol to boiler."
183M  -183-M - 8E Amagok St.,"WO- 2,941",No heat.,  close for new year
142M  -142-M - 8C Amagok Street,"WO- 2,846",Wire up new boilermate.,  close for new year
287M  -287-M - 4 Tatkik Rd.,"WO- 1,865","Check boiler, making big bangs/noise."," Checked both boilers, all normal, checked water pump."
288M  -288-M - 19 Okpik St.,"WO- 2,993",No heat.," Checked out mechanical room with Randy, unit was cool, after short time heat began to work, slow recovery."
289M  -289M - 45 Okpik St.,WO- 950,no heat in building, Circ pump was stuck.  Used screw driver to get it going again.  Also added glycol to boiler's.
279M  -279M - 53 Tuktu St.,"WO- 1,102",Leak on boiler., Tridicator on boiler was leaking through the face of the gauge.  Put temporary plug until new gauge could be found.  Friday-installed new tridicator gauge.
270M  -270-M - 29 Okpik St.,WO- 378,No heat.,  close for new year
015  -015 - Replacement unit 1998,"WO- 2,937","Check furnace, smell furnace fumes.", Replaced furnace filter.
229  -229- Built 2001 duplex,WO- 518,No heat and hot water.," Tested boiler, heat and hot water is ok."
229  -229- Built 2001 duplex,WO- 581,No heat and hot water., Reset control box and tested.
229  -229- Built 2001 duplex,WO- 731,fix boiler in mechanical room. keeps going on reset," Chimney clean out cap rusted through, replaced it, supplied by cbha, adjusted electrodes and replaced relay control, all supplied by cbha."
229  -229- Built 2001 duplex,WO- 737,No heat., Reset burner.
233  -233 - Built 2003-Duplex,WO- 314,No heat.," Checked heating, working fine."
234  -234 - Built 2003 - Duplex,WO- 268,Black smoke.," Smoke was coming from next door, neighbors house, private home owner."
234  -234 - Built 2003 - Duplex,WO- 477,"Check boiler room, tenant says too hot in unit.",  close for new year
234  -234 - Built 2003 - Duplex,WO- 487,No heat.,"Suite A, there was controlling suite B, RE: circulator pump and vise versa, corrected boiler wiring, controllers were connected parolell."
234  -234 - Built 2003 - Duplex,WO- 612,Too Hot in the unit,Checked Boiler and it is off
234  -234 - Built 2003 - Duplex,WO- 906,Tenant in unit 23B says something making noise in boiler room.," Checked all mechanicals in boiler room, all normal."
234  -234 - Built 2003 - Duplex,WO- 952,smelling fuel," Checked unit and mechanical roo for fuel smell, could not find anything."
234  -234 - Built 2003 - Duplex,"WO- 1,995",No heat., Checked unit for heat and all pipes were pushing hot.
234  -234 - Built 2003 - Duplex,"WO- 2,010",No heat., Investigated a no heat call and discovered that the wiring system for the boiler had to be rewired correctly.  Thermostat had to be reconnected.
234  -234 - Built 2003 - Duplex,"WO- 2,038",No heat, Picked up Kevin for assistance with wiring.
234  -234 - Built 2003 - Duplex,"WO- 2,052",No heat.," Checked mechanical room for issues, everything was good, checked unit and all pipes were hot, tenants door will need to be changed as it is damaged by dog's chain."
234  -234 - Built 2003 - Duplex,"WO- 2,550",No heat.," Checked boiler and was good, checked circulator pump and both supply and return lines were hot, cold house because of door, tenant damaged door from dogs chain leaving inside house when door closed."
234  -234 - Built 2003 - Duplex,"WO- 2,725",No heat in unit.," Checked boiler and zones, all normal, heat is on."
235  -235 - Built December 2004- Duplex,WO- 235,Furnace can't go on., Circulator pump was seized so we changed the pump.
235  -235 - Built December 2004- Duplex,WO- 261,No heat., Circulator pump was seized so we replaced with new one.
235  -235 - Built December 2004- Duplex,"WO- 2,381",No heat.," Electrical issue, direct wired the circulator pump for the night, Inukshuk electrician went the next day."
235  -235 - Built December 2004- Duplex,"WO- 2,569",No heat.," Circulator pump stuck closed, opened manually and started pushing through."
235  -235 - Built December 2004- Duplex,"WO- 2,804",No heat., Checked and replaced burnt out pump and tested.
236  -236 - Built December 2004- Duplex,WO- 63,Put furnace on., Restarted circulator pump in mechanical room for B and for A.
236  -236 - Built December 2004- Duplex,WO- 758,Would like heat put on.," Circulator pump was stuck, opened manually with screw driver."
236  -236 - Built December 2004- Duplex,"WO- 1,996","Put furnce on, no heat."," Checked heating, replaced circulator pump and tested."
236  -236 - Built December 2004- Duplex,"WO- 2,093","No heat, furnace can't go on.", Replaced burnt out motor circulator pump and checked for heat.
236  -236 - Built December 2004- Duplex,"WO- 2,131",Check dryer vent., Checked all vents underneath the house and all were free of obstruction.
294M  -23 Tuktu-Mechanical,WO- 471,Tenant from B called about kids being in mechanical room.," Checked mechanical room, all good, locked room door."
271M  -27 Tatkik-Mechanical,"WO- 2,400",No heat.,  close for new year
292M  -40 Kalaak-Mechanical,WO- 311,No heat.,  close for new year
239  -239 - 8C KOIHOK MAGHAGAK ST.,"WO- 1,003",Replace stuck zone valve., Replaced faulty zone valve for room heat and tested.
SH-410-A0001  -Multiplex Avingak 14B,"WO- 2,903","Tenant said that the downstairs floor os very cold, upstairs floor is heated. Please correct issue in the flooring downstairs.",  close for new year
SH-410-A0003  -Multiplex Avingak 14E,"WO- 2,698",Tenant says that the thermostat is high but there is not heat in the building. Please correct.,  close for new year
SH-410-A0012  -Multiplex Koihok Maghagak Cres 2A,WO- 342,"No heat, no hot water."," Circulator pump was stuck closed so I switched to the 2nd circulator pump and glycol started flowing, will have to replace 1st circulator pump."
SH-410-A0012  -Multiplex Koihok Maghagak Cres 2A,"WO- 2,042",no heat," Circulator pump was stuck closed, adjusted it."
SH-410-A0012  -Multiplex Koihok Maghagak Cres 2A,"WO- 2,440","No heat, no hot water.", Reset circulator pump.
SH-410-A0014  -Multiplex Koihok-Maghagak Cres 2C,WO- 442,Please turn down heat in crawl splce.," Turned down tstat for crawl space and wter tank room, both zone valves running wild, returned Sept.11 turned back on crawl space heating and water tank room, heating checked glycol psi and altered circ pump."
SH-410-A0014  -Multiplex Koihok-Maghagak Cres 2C,"WO- 2,241",No heat.," Circulator pump stuck, got it free and going."
SH-410-A0015  -Multiplex Koihok-Maghagak Cres 2M,WO- 331,Circulator pump keeep shutting off.," Found broken wire on circulator pump #1 and made repairs, replaced air vent on air scoop, also intalled pet cock valve for easy replacement in future, added glycol to system 10psi to 20psi."
SH-410-A0015  -Multiplex Koihok-Maghagak Cres 2M,WO- 823,Check circ. pumps for heating. repair or repace if needed.," Pump still working, cleaned the glycol strainer pressured system back up."
SH-410-A0015  -Multiplex Koihok-Maghagak Cres 2M,"WO- 2,896",No heat.," Circulator pump stuck, used flat head to get pump recirculating."
SH-410-A0016  -Multiplex Koihok-Maghagak Cres 4A,"WO- 2,488",No heat /nor hot water.," Boiler 2 was on reset, reset the boiler and waited for it to heat up."
SH-410-A0018  -Multiplex Koihok-Maghagak Cres 4C,"WO- 1,018",Not enough heat and hot water. Also daughters bedroom window has no lock., Complete.  Wrong thermostat installed and hot wter maker wired incorrectly.
SH-410-A0020  -Multiplex Koihok-Maghagak Cres 4M,"WO- 2,494",No heat., given to Dean   close for new year
SH-410-A0022  -Multiplex Koihok-Maghagak Cres 6B,WO- 401,Please adjust temperature in crawl space. Tenant can not get cold water due to unit being so hot., Complete.
SH-410-A0024  -Multiplex Koihok-Maghagak Cres 6M,"WO- 2,895",Please inspect furnace and hot water heater,  close for new year
SH-410-A0024  -Multiplex Koihok-Maghagak Cres 6M,"WO- 2,897",Both boilers not working.,  close for new year
SH-410-A0031  -Apartment Omingmak 13B- 2,WO- 144,"No heat, appartment 203"," Zone valve stuck, reset it."
SH-410-A0031  -Apartment Omingmak 13B- 2,"WO- 2,011","No heat in bedroom, hardly any heat in livingroom. appartments 201, 204 and 207","Had to show new tenants how to activate zone valves off thermostats, had to exerize valves which were stuck shut due to inactivity."
SH-410-A0031  -Apartment Omingmak 13B- 2,"WO- 2,196","No heat, apt 207", Had to manually open zone valve for the night then retured on the 14th to replace zone valve in bedroom and checked thermostat returned on Novemeber 19 to work on heating in spare bedroom in unit 205 and got boiler #1 working.
SH-410-A0031  -Apartment Omingmak 13B- 2,"WO- 2,384",No heat.," Checked fo heat in unit and all heating lines were hot, noticed that there is not a lot of heating fins around pipes, that causes not enough heat."
SH-410-A0032  -Apartment Omingmak 13B- 3,WO- 113,No Heat,
SH-410-A0032  -Apartment Omingmak 13B- 3,"WO- 2,068",NO HEAT  Apartment 205,  close for new year
SH-410-A0034  -Apartment Omingmak 13B- 5,"WO- 2,018",No heat in the unit.,  close for new year
SH-410-A0038  -Apartment Omingmak 13BM,"WO- 2,659",No heat.," Zone valve was sticky, had to play with thermostat."
SH-410-A0038  -Apartment Omingmak 13BM,"WO- 2,669","Tenants in apt1 found unit to be cold, went to unit and recieved zone valves each valve at least 6 or 7 lines, found that this allowed heat to be received in apt 2 get, recleanedall on Feb 6, unit apt2 said there was no heat in 3 rooms, very cold, got heat going by exercising zone valve in livingroom and 1 bedroom, had to replace zone valve in other bedroom, had to go back to apt 1 to check heat, said it was cold, found that the heat was working so i got them en electric heater to plug in livingroom.",
SH-410-A0055  -Multiplex Tatkik 26B,"WO- 1,858",No heat.,"Unit had no heat, flow on 1st or second floor, had to install boiler drains in order to get severe air locks out of system, used glycol pump to push through, had to return to install 2 zone valves and thermostat and cleaned up site and discarded glycol, also checked pressure in boiler room, it's good at 20psi."
SH-410-A0056  -Multiplex Tatkik 26C,"WO- 1,934",No heat.,  close for new year
SH-410-A0056  -Multiplex Tatkik 26C,"WO- 2,299",Not enough heat., Restarted boiler #1 and checked for heat.
SH-410-A0058  -Multiplex Tatkik 26E,"WO- 2,247",No heat.," Low water cut off gave out, replaced with new oe from Inukshuk."
SH-410-A0059  -Multiplex Tatkik 26M,"WO- 2,324",Boiler #1 down. Only 150 degrees in system. Not enough heat in building.,  close for new year
SH-410-A0061  -Multiplex Tatkik 28B,"WO- 2,211",No heat., sent to Inukshuk
SH-410-A0062  -Multiplex Tatkik 28C,WO- 395,No heat in one of the bedrooms., Complete.
SH-410-A0062  -Multiplex Tatkik 28C,"WO- 1,308",Downstairs portion has no heat.," Zone valve was sticking also unit had old mercry thermostat which was getting worn, replaced items and tested, returned on Oct.8, to add glycol to the heating system, pressure on whole building was below 7psi, boosted system up to 20psi."
SH-410-A0062  -Multiplex Tatkik 28C,"WO- 1,585",No heat in upstairs unit.," Had to manually open zone valves, returned to replace zone valve and thermostat for upstairs heating zone."
SH-410-A0062  -Multiplex Tatkik 28C,"WO- 1,841",NO HEAT," Tenant says lower floor of unit too cold, checked this morning, the zone was on and heating, replaced thermostat, may have been not reading properly, malfunctiong"
SH-410-A0063  -Multiplex Tatkik 28D,"WO- 2,298",Not enough heat., Restarted boiler #2 and checked for heat.
SH-410-A0063  -Multiplex Tatkik 28D,"WO- 2,834","No heat in unit 1, zoe valve was stuck shut, motor was getting weak in valve, had to replace 2, also checked boilers and circulator pumps plus glycol level.",
SH-410-A0064  -Multiplex Tatkik 28E,"WO- 2,212",No heat.,  close for new year
SH-410-A0066  -Multiplex Tatkik 29A,WO- 141,Heating System.,
SH-410-A0069  -Multiplex Tatkik 29D,"WO- 2,314",No heat in 3 bedrooms.,  close for new year
SH-410-A0069  -Multiplex Tatkik 29D,"WO- 2,367",No heat in 3 bedrooms.,  close for new year
SH-410-A0070  -Multiplex Tatkik 29E,"WO- 2,395",Please check heating system,  close for new year
SH-410-A0072  -Multiplex Tatkik 8A,WO- 503,Furnace is set to the highest setting. Please change to a manageable summer setting.,  close for new year
SH-410-A0073  -Multiplex Tatkik 8B,"WO- 2,564",Heat is stuck wide open. Please correct.,  close for new year
SH-410-A0084  -Multiplex Tuktu 55-4,WO- 429,Please take a look at the heating system. The thermostat is set to 0 but is reading at 20.,  close for new year
